name BSO CB CIB IC LI MSO OF SSO SA TC BW RGB T
387.jpg 0 0 0.0 0 0.0 0 0 0 1 1 0 0 0
388.jpg 0 0 0.0 0 0.0 0 0 0 0 1 0 1 0
389.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
390.jpg 1 0 0.0 0 0.0 0 0 0 0 1 0 1 0
391.jpg 1 0 0.0 0 0.0 0 0 0 0 1 0 1 0
392.jpg 1 0 0.0 0 0.0 1 0 0 0 0 0 1 1
393.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
394.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
395.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
396.jpg 1 0 0.0 1 0.0 0 0 0 0 1 0 1 0
397.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
398.jpg 1 1 1.0 0 0.0 0 0 0 0 0 0 1 1
399.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
400.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
401.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
402.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
403.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 0 1
404.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
405.jpg 0 0 0.0 0 0.0 0 1 0 0 0 0 1 1
406.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
407.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
408.jpg 1 0 0.0 1 0.0 0 0 0 0 1 0 1 0
409.jpg 1 1 1.0 0 0.0 0 0 0 0 0 1 1 1
410.jpg 0 1 0.0 1 0.0 0 0 1 0 1 0 1 0
411.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
412.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
413.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
414.jpg 1 1 1.0 0 1.0 0 0 0 0 0 0 1 1
415.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
416.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
417.jpg 0 1 1.0 1 0.0 0 0 0 0 0 0 1 1
418.jpg 0 0 0.0 0 1.0 0 0 1 0 0 0 0 1
419.jpg 1 0 0.0 0 1.0 0 0 0 0 0 0 1 1
420.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
421.jpg 0 0 0.0 1 0.0 0 0 1 0 0 0 1 1
422.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
423.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
424.jpg 0 1 0.0 1 0.0 0 0 0 0 1 0 1 0
425.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
426.jpg 1 0 1.0 1 0.0 0 0 0 0 0 0 1 1
427.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
428.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
429.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
430.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
431.jpg 1 0 0.0 1 0.0 0 0 0 0 0 1 1 1
432.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
433.jpg 1 0 0.0 0 1.0 0 0 0 0 0 0 0 1
434.jpg 0 0 0.0 0 0.0 0 1 0 1 0 0 1 1
435.jpg 1 0 0.0 0 1.0 0 0 0 0 0 0 1 1
436.jpg 1 0 0.0 1 0.0 0 0 0 0 1 0 1 0
437.jpg 0 1 1.0 0 0.0 0 0 1 0 0 0 1 1
438.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
439.jpg 0 1 0.0 0 0.0 1 0 0 0 0 0 1 1
440.jpg 1 1 0.0 1 0.0 1 0 0 0 1 0 1 0
441.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
442.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
443.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
444.jpg 1 0 0.0 0 0.0 0 1 0 0 1 0 1 0
445.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
446.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
447.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
448.jpg 0 1 0.0 0 0.0 1 0 1 0 0 0 1 1
449.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
450.jpg 1 0 0.0 0 0.0 0 0 0 0 1 0 1 0
451.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
452.jpg 1 0 1.0 1 0.0 0 0 0 0 0 0 1 1
453.jpg 1 0 0.0 0 0.0 0 1 0 0 0 0 1 1
454.jpg 1 0 1.0 0 0.0 0 0 0 0 1 0 1 0
455.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
456.jpg 0 1 0.0 0 0.0 1 0 0 0 0 0 1 1
457.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
458.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
459.jpg 1 0 0.0 1 1.0 1 0 0 0 0 0 1 1
460.jpg 0 0 0.0 0 1.0 0 0 0 0 0 0 0 1
461.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
462.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
463.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
464.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
465.jpg 1 1 0.0 1 0.0 1 0 0 0 0 0 1 1
466.jpg 0 0 0.0 0 0.0 0 1 0 0 0 0 1 1
467.jpg 1 0 1.0 0 0.0 0 0 0 1 0 0 1 1
468.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
469.jpg 0 0 0.0 1 0.0 0 0 0 0 0 0 1 1
470.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
471.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
472.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
473.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 0
474.jpg 1 0 0.0 0 0.0 1 1 0 0 0 0 0 1
475.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
476.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
477.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
478.jpg 1 1 0.0 0 1.0 0 1 0 0 0 0 0 1
479.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
480.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
481.jpg 1 0 0.0 0 0.0 0 0 0 0 1 0 1 0
482.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
483.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
484.jpg 1 1 1.0 1 0.0 0 0 0 0 0 0 1 1
485.jpg 0 1 0.0 0 0.0 1 0 1 0 1 0 1 0
486.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
487.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 0 1
488.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
489.jpg 1 1 0.0 0 1.0 1 0 0 0 0 0 1 1
490.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
491.jpg 1 1 0.0 0 1.0 0 0 0 0 0 1 1 1
492.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
493.jpg 0 1 1.0 1 0.0 0 0 0 0 0 0 1 1
494.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
495.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
496.jpg 0 0 0.0 1 0.0 0 0 0 0 0 0 1 1
497.jpg 0 0 0.0 0 0.0 0 0 0 0 1 0 1 0
498.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
499.jpg 1 1 0.0 0 0.0 0 0 0 0 1 0 1 0
500.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
501.jpg 0 1 0.0 0 0.0 0 1 0 0 0 0 1 1
502.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
503.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
504.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
505.jpg 1 0 0.0 0 1.0 0 0 0 0 0 0 1 1
506.jpg 1 0 0.0 1 0.0 0 0 0 0 0 1 1 1
507.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
508.jpg 1 0 0.0 1 0.0 0 0 0 0 0 1 1 1
509.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
510.jpg 1 0 0.0 0 0.0 0 0 0 1 0 0 1 1
511.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
512.jpg 1 0 0.0 0 0.0 0 0 0 1 0 0 1 1
513.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
514.jpg 1 1 1.0 1 0.0 0 0 0 0 0 0 1 1
515.jpg 0 1 0.0 0 0.0 1 1 1 0 0 0 1 1
516.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
517.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 0 1
518.jpg 0 0 0.0 0 0.0 0 0 1 0 1 0 1 0
519.jpg 1 0 0.0 1 0.0 0 0 0 0 1 0 1 0
520.jpg 0 1 0.0 0 0.0 1 0 0 0 0 0 1 1
521.jpg 1 1 1.0 0 0.0 0 0 0 0 0 0 1 1
522.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
523.jpg 1 0 1.0 1 0.0 0 0 0 0 0 0 1 1
524.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
525.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
526.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
527.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
528.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
529.jpg 1 0 0.0 1 1.0 0 0 0 0 1 0 1 0
530.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
531.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
532.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
533.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
534.jpg 0 0 0.0 1 0.0 0 0 0 1 0 0 1 1
535.jpg 0 0 0.0 0 0.0 0 0 0 1 0 0 1 1
536.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
537.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
538.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
539.jpg 0 0 0.0 0 0.0 1 0 0 0 0 0 1 1
540.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
541.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
542.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
543.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
544.jpg 0 1 0.0 1 0.0 1 0 0 0 0 1 1 1
545.jpg 1 0 0.0 0 0.0 0 1 0 0 0 0 1 1
546.jpg 1 1 0.0 1 0.0 1 0 0 0 0 0 1 1
547.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
548.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
549.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
550.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
551.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
552.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
553.jpg 0 1 0.0 0 0.0 1 0 0 0 0 0 1 1
554.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
555.jpg 0 1 0.0 0 1.0 1 0 1 0 0 0 0 1
556.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
557.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
558.jpg 1 1 1.0 0 0.0 0 0 0 0 0 0 1 1
559.jpg 0 0 0.0 0 1.0 0 0 0 0 0 0 1 1
560.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
561.jpg 0 1 1.0 0 0.0 0 0 0 0 0 0 1 1
562.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
563.jpg 0 0 0.0 0 1.0 0 0 0 1 0 0 1 1
564.jpg 1 0 0.0 0 0.0 0 1 0 0 0 0 1 1
565.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
566.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
567.jpg 1 1 1.0 0 0.0 0 0 0 0 0 0 1 1
568.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
569.jpg 0 1 0.0 0 0.0 1 0 0 0 0 0 0 1
570.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
571.jpg 1 1 0.0 0 0.0 0 0 0 0 1 0 1 0
572.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
573.jpg 0 0 0.0 1 0.0 0 0 0 0 0 0 1 1
574.jpg 0 0 0.0 0 0.0 0 1 0 0 0 0 0 1
575.jpg 1 1 1.0 0 0.0 0 0 0 0 0 0 1 1
576.jpg 0 1 1.0 0 0.0 0 0 0 0 0 0 1 1
577.jpg 1 1 1.0 0 1.0 1 1 0 0 0 0 1 1
578.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
579.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
580.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
581.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
582.jpg 1 1 1.0 0 0.0 0 0 0 0 0 0 1 1
583.jpg 1 0 0.0 0 0.0 0 0 0 1 0 0 1 1
584.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
585.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
586.jpg 1 1 1.0 1 0.0 1 0 0 0 0 0 1 1
587.jpg 0 0 0.0 1 0.0 0 0 0 0 0 0 1 1
588.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
589.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
590.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
591.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
592.jpg 0 1 0.0 0 0.0 1 0 1 0 0 0 1 1
593.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
594.jpg 1 1 0.0 1 0.0 1 0 0 0 0 0 1 1
595.jpg 0 0 0.0 0 1.0 0 0 1 0 0 0 1 1
596.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
597.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
598.jpg 1 0 0.0 0 1.0 0 0 0 0 1 0 0 0
599.jpg 1 1 1.0 0 0.0 1 0 0 0 0 0 1 1
600.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
601.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
602.jpg 1 1 1.0 1 0.0 0 0 0 0 0 0 1 1
603.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
604.jpg 0 1 0.0 0 0.0 1 0 0 0 0 1 1 1
605.jpg 1 1 1.0 0 0.0 0 0 0 0 0 0 1 1
606.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
607.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
608.jpg 0 0 0.0 1 0.0 0 0 0 0 0 0 1 1
609.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
610.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
611.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
612.jpg 0 1 0.0 0 0.0 1 0 1 0 0 0 1 1
613.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
614.jpg 0 1 0.0 0 0.0 0 0 0 0 0 1 1 1
615.jpg 1 1 1.0 1 1.0 1 0 0 0 0 0 1 1
616.jpg 1 0 0.0 0 1.0 0 0 0 0 0 1 0 1
617.jpg 0 0 0.0 1 0.0 0 0 1 0 0 0 1 1
618.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
619.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
620.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
621.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
622.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
623.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
624.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
625.jpg 1 0 0.0 1 0.0 1 0 0 0 0 0 1 1
626.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
627.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
628.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
629.jpg 1 1 0.0 1 0.0 1 0 0 1 0 0 1 1
630.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
631.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
632.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
633.jpg 1 0 0.0 0 0.0 0 0 0 0 1 0 1 1
634.jpg 0 1 1.0 1 1.0 0 0 0 0 0 0 0 1
635.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
636.jpg 0 0 0.0 0 0.0 0 0 1 0 1 0 1 0
637.jpg 1 0 0.0 0 0.0 0 0 0 0 1 0 1 0
638.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
639.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
640.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
641.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
642.jpg 0 0 0.0 0 0.0 0 1 0 0 1 0 1 0
643.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
644.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
645.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
646.jpg 0 0 0.0 0 0.0 0 0 0 0 1 0 1 0
647.jpg 0 0 0.0 0 0.0 0 0 1 0 1 0 1 0
648.jpg 1 0 1.0 1 0.0 0 0 0 0 0 0 1 1
649.jpg 1 1 0.0 0 1.0 0 0 0 0 0 0 0 1
650.jpg 1 1 1.0 0 0.0 0 0 0 0 0 0 1 1
651.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
652.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
653.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
654.jpg 1 1 0.0 0 0.0 0 0 0 0 1 0 1 0
655.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
656.jpg 1 1 0.0 0 0.0 1 0 0 0 0 0 1 1
657.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
658.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
659.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
660.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
661.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
662.jpg 0 0 0.0 0 0.0 0 0 0 0 1 0 1 1
663.jpg 1 1 0.0 0 0.0 0 0 0 0 0 0 1 1
664.jpg 1 1 0.0 0 0.0 0 0 0 0 1 0 1 0
665.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
666.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
667.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
668.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
669.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
670.jpg 0 0 0.0 0 0.0 0 0 1 0 1 0 1 0
671.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
672.jpg 0 1 0.0 0 0.0 1 0 0 0 0 0 1 1
673.jpg 1 0 1.0 1 0.0 0 0 0 0 0 0 1 1
674.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
675.jpg 0 1 0.0 1 0.0 0 0 0 0 0 0 1 1
676.jpg 1 1 0.0 1 0.0 0 0 0 0 0 0 1 1
677.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
678.jpg 1 0 0.0 0 1.0 0 0 0 0 0 0 1 1
679.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
680.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
681.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
682.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
683.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
684.jpg 0 1 0.0 0 0.0 0 0 1 0 0 0 1 1
685.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
686.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
687.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
688.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
689.jpg 0 0 0.0 0 0.0 0 0 1 1 0 0 1 1
690.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
691.jpg 0 0 0.0 0 1.0 0 1 1 0 0 0 0 0
692.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
693.jpg 0 1 0.0 0 1.0 0 1 0 0 0 0 1 1
694.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 0
695.jpg 0 0 0.0 1 0.0 0 0 0 0 0 0 1 1
696.jpg 1 1 1.0 1 0.0 0 0 0 0 0 0 1 1
697.jpg 0 1 0.0 0 1.0 0 0 0 0 0 0 0 1
698.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
699.jpg 1 0 0.0 1 0.0 0 0 0 0 0 0 1 1
700.jpg 0 1 0.0 1 0.0 0 0 0 0 0 0 1 1
701.jpg 0 0 0.0 0 1.0 0 0 0 0 0 0 1 1
702.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
703.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
704.jpg 0 0 0.0 0 0.0 0 1 0 0 1 0 0 1
705.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
706.jpg 0 1 0.0 0 0.0 0 0 0 0 0 0 1 1
707.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
708.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
709.jpg 0 1 0.0 0 0.0 1 0 0 0 0 0 1 1
710.jpg 1 0 0.0 0 0.0 0 0 0 0 1 0 1 0
711.jpg 0 0 0.0 0 0.0 0 0 0 0 1 0 1 0
712.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 0
713.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
714.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 0
715.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
716.jpg 1 0 1.0 0 1.0 0 0 0 1 0 0 0 1
717.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
718.jpg 0 0 0.0 1 0.0 0 0 0 0 0 0 1 0
719.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
720.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
721.jpg 0 1 1.0 0 0.0 0 0 0 0 0 0 1 1
722.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
723.jpg 0 0 0.0 0 0.0 0 0 0 0 1 0 1 1
724.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
725.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
726.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
727.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
728.jpg 0 0 0.0 0 0.0 0 1 0 0 0 0 0 1
729.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
730.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
731.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
732.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
733.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
734.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
735.jpg 0 0 0.0 0 0.0 1 0 0 0 1 0 1 1
736.jpg 0 1 0.0 0 0.0 1 0 0 0 0 0 1 1
737.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
738.jpg 0 0 0.0 0 0.0 0 1 0 0 0 0 0 1
739.jpg 0 0 1.0 0 0.0 1 0 0 0 0 0 1 1
740.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
741.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
742.jpg 0 0 0.0 0 0.0 1 0 0 0 0 0 1 1
743.jpg 0 1 1.0 0 0.0 0 0 0 0 0 0 1 1
744.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
745.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 0
746.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
747.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
748.jpg 0 1 1.0 0 1.0 1 0 0 1 0 0 1 1
749.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
750.jpg 0 0 0.0 0 0.0 1 0 0 0 0 0 1 1
751.jpg 0 0 0.0 0 0.0 0 0 1 0 1 0 1 1
752.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
753.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
754.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
755.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
756.jpg 0 0 0.0 0 0.0 1 0 0 0 0 0 1 1
757.jpg 1 0 0.0 0 0.0 0 0 0 0 0 0 1 1
758.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
759.jpg 0 0 0.0 0 0.0 0 0 1 0 0 0 1 1
760.jpg 0 1 1.0 0 0.0 0 0 0 0 1 0 1 0
761.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
762.jpg 0 0 0.0 0 0.0 1 0 0 0 0 0 1 1
763.jpg 0 0 0.0 0 1.0 0 0 0 0 1 0 0 1
764.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
765.jpg 0 1 1.0 0 0.0 0 0 0 0 0 0 1 1
766.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
767.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
768.jpg 0 0 0.0 0 0.0 1 1 0 0 0 0 0 1
769.jpg 0 0 0.0 0 0.0 1 0 0 0 0 0 1 1
770.jpg 0 0 0.0 0 0.0 0 0 0 0 0 0 1 1
771.jpg 0 0 0.0 0 0.0 0 1 0 0 0 0 0 1
772.jpg 0 0 1.0 0 0.0 0 0 0 0 0 0 1 1
773.jpg 0 0 0.0 0 0.0 0 0 0 0 0 1 1 1
774.jpg 1 0 1.0 0 0.0 0 0 0 0 0 0 1 1
